43836,"a sign that says ""don't eat the cow"" "
1988,a collage of photos of people in a store 
3021,a painting of a man with a gun 
2196,a row of people standing in front of a sign 
18425,two girls are posing for a picture with a cartoon character 
19606,a woman is posing with a painting of a man 
1571,a man in a suit and tie standing in front of a building 
2959,a man and woman posing for a picture 
6022,a man on a surfboard in front of a large body of water 
2698,a man is holding a cartoon character on a horse 
1858,a motorcycle advertisement with a man on it 
14125,a man laying in the ground with a bottle of water 
675,a collage of photos of a man in a suit 
3563,a man holding a cell phone next to a woman 
40618,a man and woman posing for a picture 
26185,a man is sitting on a bench with a cat 
31652,a man and a woman are holding a video game controller 
30443,a man in a red shirt and a red tie 
18763,a man in a suit is holding a cell phone 
13491,a man in a suit with a picture of a group of men 
11404,a man is standing in front of a truck with a picture of a girl on it 
16083,a man in a suit standing in front of a sign 
37292,a man with a hat and a picture of a cow 
27683,a man and a woman are posing for a picture 
13402,a painting of a man riding a skateboard 
19968,a man with a cartoon character on his head 
24582,a picture taken from a distance of a river 
4688,a woman is talking on a cell phone while holding a book 
13337,a man and woman are sitting on a couch 
27359,a picture of a person holding a book 
101897,a man with a hat and a cartoon character 
54494,a book with a picture of a horse on it 
10857,a painting of a man and a woman with a sign 
81847,a woman in a hat and a book 
43898,a man and a woman are kissing 
44502,"a sign that says ""the sun is coming out of the window "
18632,a man and a woman are holding a book 
32444,a man and a woman are standing together 
7547,a woman is looking at her phone 
10074,"a man with a sign that says ""don't eat the rainbow"" "
2270,a woman and a man are standing in front of a painting 
757,a cartoon character with a red hat and a sign 
15581,a vintage photo of a man riding a vintage jeep 
14219,a woman with a tattoo on her face 
35,a cartoon of a cartoon character with a stuffed animal 
5857,a blue and white vase with a flower in it 
3638,a man and woman are posing for a picture 
6589,a dog is holding a frisbee in his mouth 
8669,a man with a picture of a man on his chest 
15934,a woman and a man are looking at a camera 
2503,a man in a suit and tie is holding a skateboard 
14123,a number of women posing for a picture 
88527,a man sitting on a bench with a picture of a woman on it 
155386,a man is reading a book in front of a sign 
4516,a man and woman standing next to each other 
8141,a man and woman standing next to each other 
59995,a woman with a picture of a man on her head 
14217,a painting of a person with a red scarf 
54546,a man is painting a mural on a wall 
10795,a man in a suit with a flag 
20163,a man is sitting on a bed with a woman 
31777,a man in a suit and tie is talking to a woman 
33916,"a sign that says ""don't stop believing"" "
24159,a yellow and white sign with a cartoon character 
1721,a man holding a sign with a picture of a cow 
31601,a red apple sitting on top of a table 
25360,a painting of a bird with a flower on it 
34588,a woman is looking at a man's face 
40060,a black and white photo of a train engine 
18650,a man holding a picture of a woman 
8363,a man and a woman posing for a picture 
4658,a polar bear and a polar bear cub are eating 
5956,a man with a red tie standing in front of a wall 
6535,a man in a suit and tie holding a bottle 
1127,a woman holding a sign with a cat on it 
9847,a man holding a cartoon character with a banana in his mouth 
23861,"a sign that says ""don't drink"" "
1393,a young boy and a dog standing in front of a sign 
2701,a man with a beard standing in front of a sunset 
12455,a man laying on a bed with a book 
28049,a painting of a woman with a cat on her head 
23495,a man sitting in a car with a picture of a dog on the window 
13074,a man is standing in front of a mural of a man on a surfboard 
17274,a woman and a man standing next to each other 
17350,a woman holding a surfboard next to a sign 
21494,a painting of a man walking down a street with a fire hydrant 
5174,a man in a suit and tie holding a cigarette 
28742,a series of signs that are all different colors 
9703,a collage of photos of people holding up a sign 
22085,a collage of photos of a man and woman 
3542,a woman is reading a book in front of a sign 
43750,a man and woman are talking to each other 
9750,a woman in a red dress is driving a car 
10760,a woman is holding a sign with a picture of a man 
4349,a man is holding a skateboard while another man watches 
14223,a blurry photo of a man in a black and white photo 
13068,a man in a suit and tie standing next to a sign 
9561,a blurry photo of a blurry shot of a waterway 
14144,a man is holding a sign with a bunch of animals on it 
4858,a man and woman are posing for a picture 
10431,a man and a woman are looking at a tv screen 
15156,a man and a woman are playing a video game 
12435,a woman and a man are posing for a picture 
14877,a man and woman are posing for a picture 
2082,a man standing in front of a large mural of a fire hydrant 
11835,a man in a suit holding a guitar 
1845,a man and woman are standing next to each other 
14229,"a sign that reads ""no smoking"" on a street "
13385,a man with a hat and a mustache 
6609,a man in a suit with a bunch of stuffed animals 
45211,a man with a hat on his head 
48169,a man in a suit and tie is holding a magazine 
13958,"a sign that says ""don't drink"" "
81700,a painting of a man and a woman 
2335,a car is parked next to a large bird 
10961,a statue of a man in a suit and tie 
22779,"a sign that says ""no skis"" on it "
10071,a man and a woman holding a stuffed animal 
4351,a woman holding a picture of a man 
12994,a man with a knife in his hand 
42735,a woman with a tattoo on her face is holding a skateboard 
2882,a man and woman are standing together 
53975,a man and a woman are looking at a picture 
13501,a man and woman with glasses and a picture of a cat 
6916,a painting of a man with a hat on 
84242,a poster of a man with a heart on it 
1992,a woman in a bikini and a man in a costume 
5176,a man in a hat and tie holding a gun 
4141,a man holding a camera and a camera phone 
13173,a person holding a piece of paper with a needle in it 
14348,a man is standing in front of a mural of a man 
14786,a man in a suit and tie standing in front of a table full of bottles 
31058,a woman in a dress and a painting 
19583,a painting of a man with a flower in his mouth 
4347,a woman is standing in front of a painting of a woman with a flower in her mouth 
13529,a black and white photo of a person holding a black and white sign 
13241,a painting of a cow with a flag on it 
523,a woman in a dress standing in front of a wall 
2009,a woman sitting on a bench with a book 
12901,"a sign that reads ""the city of london"" "
13722,a man holding a cell phone in front of a picture of a zombie 
3469,a woman in a bikini with a sign 
4413,a woman is holding a book and a cat 
6973,a man in a suit and tie standing next to a man in a suit 
7913,a man jumping up into the air with a frisbee 
15019,a woman is holding a sign with a picture of a man 
77210,a man and a woman posing for a picture 
4629,a woman standing next to a man on a beach 
15361,a woman is smiling while talking on a cell phone 
5353,a collage of photos of a man and a woman 
2252,a person with a gun and a picture of a person 
14788,a box of stuffed animals with a picture of a bear 
63607,a painting of a horse and a man on a beach 
13072,a man and woman are standing in front of a sign 
30365,a man in a suit and tie is standing in front of a wall 
42170,a man and woman are posing for a picture 
13754,a painting of a man with a hat on his head 
14284,a painting of a man with a sword on a white background 
20308,a woman is posing for a picture with a picture of her face 
6641,a woman sitting on a bed with a magazine 
15071,a man and a woman standing next to each other 
8414,a woman holding a camera and smiling 
10425,a man holding a gun and a microphone 
24170,a series of photos showing a woman in a red dress 
20942,a woman jumping up into the air to hit a sign 
7737,a woman in a bikini holding a camera 
13257,a man and a woman are playing a game of frisbee 
10030,a man and a woman standing next to each other 
5915,a man sitting on top of a bus 
13680,a man dressed in a costume holding a baseball bat 
4588,a woman is looking at a sign in a mirror 
14313,a collage of photos of a woman and a man 
2728,a man and woman dressed up as zombies 
2274,a painting of a man and a woman with a horse 
9038,a woman is posing for a picture with her skateboard 
7211,a man eating a sandwich on a plate 
4538,a woman sitting in front of a mural of a man 
2001,a man in a black and white photo 
4517,a woman in a dress with a horse 
4566,a man in a suit talking on a cell phone 
4520,a man and woman are standing in front of a clock 
6615,a man sitting on a bench with a picture of a man on a wall 
4513,a man holding a sign with a bunch of flowers 
5125,a man in a suit with a flag on it 
3877,a woman is reading a book in front of a picture of a man 
8954,a painting of a man holding a book 
4771,a man and a woman are standing in front of a painting 
10759,a girl in a bikini is playing with a ball 
14251,men standing around a tv 
14848,a woman standing next to a man on a stage 
14930,a man and woman standing next to each other 
9773,two images of a man with a mask 
13538,a man is looking at a cat on a shelf 
18421,a woman is standing next to a man 
4512,a man in a suit and tie standing in front of a large group of cattle 
84972,"a sign that reads ""the american flag"" "
37954,a man in a suit holding a baseball bat 
39893,a man with a hat and a sign 
13197,a collage of photos of people with their cell phones 
15048,a man standing in a doorway with a camera 
14041,a man holding a cell phone in his hand 
9898,a man in a suit and tie standing in a room 
1922,a woman is looking at a sign in a mirror 
41044,a woman and man are posing for a picture 
84567,a man in a suit holding a book 
15669,a baseball team is standing on a field 
2011,a painting of a woman with a cat on her head 
5708,a man with a beard and a cigarette 
5951,a photo taken from the front of a newspaper 
114033,a man is cutting a plant in a field 
13319,a blurry photo of a book with a red cover 
33688,a man in a suit and tie standing in front of a crowd 
20646,a man holding a red and white sign 
90374,a cartoon character with a bear on a sign 
18613,a woman and a man standing on a beach 
9911,a collage of photos of people with a sign 
27419,a woman in a bikini is holding a bottle 
15667,a man riding a wave on top of an elephant 
14753,a woman and a man are standing in front of a painting 
46067,a painting of a woman and a man with a sign 
50155,"a sign that says ""the american flag"" "
13066,a man holding a bouquet of flowers 
27827,a man wearing a black tie and a black hat 
3603,a sheep is standing in front of a truck 
2014,a man standing on a beach with a surfboard 
17202,a collage of photos showing a man and woman 
663,a man sitting on a chair in front of a painting 
9262,a man and a woman are looking at a picture 
15651,a picture of a group of people in a suit 
27276,a man in a suit and tie 
95560,a man with a tattoo on his face 
25476,a woman holding a sign with a picture of a man 
48301,"a man is holding a sign that reads ""the man is a baseball player"" "
29362,a man and woman posing for a picture with a dog 
33931,a man in a suit and tie holding a sign 
12646,a painting of a cartoon character with a bowl of food 
20605,a man is on a stage with a book 
14279,a girl is sitting in front of a painting of a tree 
20607,a painting of a man with a sign 
2015,a young child sleeping on a bed with a red blanket 
28007,a painting of a man and a woman 
7347,a man in a bandanna holding a baseball bat 
14421,a man looking at a map on a wall 
5718,a man and woman are posing for a picture 
5126,a man and a woman posing for a picture 
16126,a blurry photo of a man with a tattoo 
18731,a man wearing a hat and sunglasses 
37005,a cat is laying on a bed with a picture of a man 
18442,a large animal is standing in the snow 
42173,"a sign that says ""no parking"" on a snowy day "
4982,a man in a suit and tie standing next to a sign 
5559,a cartoon of a bunch of colorful kites 
25755,a snowboarder is in the air on a snow covered slope 
7972,a man in a suit and tie holding a microphone 
2013,"a woman is holding a sign that says ""love"" "
6977,a man with a tattoo on his arm 
39127,a woman with glasses and a book 
4953,a man and a woman are holding a sign 
10520,a group of people posing for a picture 
26336,a man with a beard and a tie 
37368,a man in a red shirt and a black and white photo 
19026,a cake with a bird on it 
5123,a man holding a baseball bat in front of a large crowd 
16203,a statue of a man with a hat and a gun 
53827,a man is sitting on a ladder with a fire hydrant 
18612,a collage of photos of a man in a suit 
5817,a cartoon character with a yellow hat and a yellow umbrella 
13363,a man is standing in the dark with a light coming from his hand 
43987,a man holding a camera while holding a sign 
32726,a man in a red jacket and a red fireman 
4515,a man and a woman are posing for a picture 
5375,a man riding a red and white horse drawn carriage 
2310,a man in a suit holding a knife 
2284,a man and woman standing next to each other 
6639,a red rose with a picture of a woman on it 
4723,a man and a woman are standing in front of a banner 
29162,"a sign that says ""no parking"" on it "
48267,a man in a hat and tie holding a microphone 
16768,a man is playing a video game while holding a microphone 
21296,a man in a hat talking on a cell phone 
24732,a man in a suit and tie standing in front of a screen 
10251,a painting of a woman with a knife 
15006,a man is looking at a camera while talking on a phone 
24060,a crowd of people standing around a sign 
34898,a collage of photos of a man in a suit 
12555,a man holding a statue of a woman with a knife 
22606,a man in a hat and a woman in a hat 
13561,a man in a costume holding a baseball bat 
13168,a cartoon character with a kite on top of it 
20714,a man in a suit and tie talking on a cell phone 
11148,a woman is standing in front of a sign 
46872,a man with a hat and a mustache 
18312,a large advertisement for a movie poster 
17460,a man sitting on a bench with a sign 
5876,a man standing in front of a mirror with a reflection of a man in a window 
4523,a painting of a man and woman in a bikini 
1620,a man in a suit and tie posing for a picture 
15250,a large group of people posing for a picture 
13474,a woman holding a bat and a man holding a baseball bat 
8079,a woman in a red dress is holding a sign 
13483,a woman is looking at a television screen 
2268,a painting of a man and a dog 
6479,a man in a suit and tie holding a gun 
6477,a stuffed animal with a cartoon character on it 
7249,a toy elephant with a sign on it 
44783,a crowd of people standing around a group of people 
13998,a woman wearing a hat and a hat 
3902,a man with a beard is looking at a cell phone 
18631,a man with a beard is sitting at a beach 
43308,a man with a hat and a picture of a cow 
11476,a man with a beard is holding a sign 
8272,a man sitting on a bench next to a sign 
13186,a dog laying on the ground next to a sign 
6537,a woman in a dress standing in front of a window 
43798,a woman wearing a costume and holding a sign 
7326,a man holding a skateboard next to a sign 
1874,a man standing next to a horse on a beach 
55192,a man talking on a cell phone while standing next to a building 
33003,"a sign that says ""no parking"" "
1989,a woman is posing for a picture with a cartoon character 
4946,a man and a woman laying on a beach 
24123,a man and a woman dressed up for a wedding 
28522,a man in a black shirt is reading a book 
48266,a woman is looking at her cell phone 
71848,a woman is holding a piece of food 
34424,a man with a tattoo on his face 
25460,a woman is talking on a microphone while a man is standing behind her 
25740,a man standing in front of a mural of a man 
13076,a man sitting in front of a book 
11600,a poster of a man in a uniform 
35237,a poster of a man with a gun 
13023,a man holding a book with a picture of a man in a suit 
46902,a man and woman posing for a picture 
10884,a woman in a red dress holding a red book 
13348,"a sign that says ""no smoking"" "
64942,a man in a suit and tie standing next to a woman 
25784,a man with a hat and a picture of a cow 
22452,a flag with a bird on it and a flag with a fish on it 
7350,a man with a beard and a hat on talking to a woman 
66110,a man in a suit and tie standing next to a sign 
26600,a painting of a woman holding a sign 
7979,a man and a boy flying a kite together 
20567,a woman is posing for a picture with a magazine 
45126,a woman in a suit and tie standing next to a man 
52473,a man in a red hat and a red hat 
12171,a man with a beard and a mask 
157373,a man sitting on a pile of books 
71066,a man holding a large bird on a tree 
13299,a woman and a man standing next to each other 
13250,a man with a beard and a picture of a man 
42790,a baseball player is holding a bat 
9867,a woman is posing for a picture with a car 
15495,a statue of a man holding a bat 
53896,a man reading a book in a dark room 
14148,a man and a woman are looking at a picture 
48737,a woman holding a blue and white striped shirt 
13198,a man and woman standing next to each other 
14804,a man in a suit is talking on a microphone 
111744,a collage of photos of a woman with a cat 
36328,a man reading a book in front of a tv 
23817,a snowboarder is shown with a sign 
13885,a motorcycle is sitting on a floor in a building 
6637,a man holding a baseball bat in front of a sign 
12130,a number of women on a bed with a sign 
7345,a man is smoking a cigarette in front of a fire 
42529,a collage of cartoon characters with a cartoon character on them 
6538,a collage of photos of a man and woman 
40682,a man in a suit is riding a horse 
440,a man with a mask on 
6575,a collage of photos of people holding up cell phones 
19213,a woman in a bikini is holding a sign 
19103,a woman eating a sandwich with a picture of a dog on it 
6076,a man laying on a bed with a picture of a man on it 
9546,a man is reading a book in front of a wall 
40860,a man holding a camera and a picture of a man 
111854,a man in a suit and tie standing next to a giant snowboard 
14047,a man in a suit and tie holding a sign 
1488,a person sitting on a bench with a bird on it 
14118,a man and woman sitting on a couch 
54318,a person on a surfboard in the ocean 
69315,a man in a blue shirt is holding a camera 
45871,a man in a suit and tie is holding a sign 
6023,a man and a woman are kissing on a bed 
26990,a woman in a red dress and a man in a blue dress 
6557,a woman in a bikini posing for a picture 
107282,a statue of an elephant with a sign on it 
28363,"a sign for a restaurant called ""the japanese restaurant"" "
17181,people standing around a sign 
69557,a woman with a picture of a cat on her head 
110909,a man and woman sitting on a bench 
31068,a man sitting on a bench with a book 
60141,a woman sitting on a wall with a book 
32307,a man with a hat and a bear 
49367,a man and a woman sitting on a bench 
28272,a man and woman sitting at a table with a cake 
4787,a man is holding a picture of a woman 
33358,a man in a suit and tie posing for a picture 
7508,two men are reading a book together 
20629,a collage of stickers and stickers on a computer 
10253,a fire hydrant with a painting of a bear on it 
44434,a man is holding a cell phone in his hand 
5259,a woman standing next to a sign with a picture of a man 
47841,a woman with a cat on her head 
8329,a man with a red shirt and a black tie 
14062,a woman sitting on a bench with a sign 
51992,a painting of a man holding a bicycle 
49717,a woman and a man posing for a picture 
2312,a painting of a man and a woman with a bear 
13195,a man and a woman with a sign 
78705,a woman sitting at a table with a book 
30535,a man sitting on a rock with a book 
7191,a statue of a man in a suit and a statue of a woman in a dress 
12085,three women standing in the snow with snowboards 
24624,a man holding a pizza and a camera 
4170,a woman holding a picture of a girl 
13252,a man with a tie and a picture of a man 
42635,a woman sitting on a bed with a book 
11908,a sign with a picture of a person holding a knife 
15017,a woman sitting at a table with a laptop 
86241,a bed with a picture of a man on it 
8875,a woman holding a dog in her right hand 
37780,a man is jumping a skateboard in the air 
18290,a woman is talking on a cell phone 
10247,a man in a suit with a picture of a man in a suit 
43604,a cartoon character with a skateboard in his mouth 
3575,"a man with a sign that says ""war"" "
28303,a man and a woman sitting on a chair 
27507,a cartoon character with a sign on it 
71068,a painting of a man riding a horse 
111747,a man and woman dressed up as cartoon characters 
32716,a man riding on the back of a horse 
41845,a painting of a man riding a horse 
25078,a display of various objects with a picture of a bear 
14069,a woman jumping in the air with a skateboard 
15053,a person is holding a book and a hand 
6933,a woman with a knife and a mask 
14423,a man in a suit and tie holding a sign 
8090,a woman with a tattoo on her face 
16988,a collage of a cartoon character with a cat 
7278,a statue of a man in a bathing suit 
9030,a woman with a black and white photo on her face 
14220,a man and woman playing a game of soccer 
13160,a woman and a man are posing for a picture 
27357,a man wearing a pirate hat and a cow 
58470,a poster of a man with a cartoon face 
38007,a man and woman are posing for a picture 
8321,a man in a suit talking on a cell phone 
4034,a man riding a horse down a street 
100526,a man in a suit and tie 
62652,a woman is talking on a cell phone 
244145,two men standing next to each other in a car 
59474,a woman is singing in front of a microphone 
7973,a woman in a dress holding a purse 
34981,a man standing in front of a large rock 
55294,a man and woman are posing for a picture 
7839,a man and a woman posing for a picture 
19384,a man in a costume holding a gun 
71072,a man in a suit holding a gun 
48131,a painting of a man with a cat on his head 
8247,a man in a black shirt and a black and white photo 
7992,a woman holding a sign in front of a crowd 
14105,two men with ties and a sign 
8390,a poster of a man and a woman 
21490,a painting of a man with a cat on his head 
95169,a man and woman are standing next to each other 
13641,a man holding a bird on top of a sign 
113788,a man and a dog are posing for a picture 
18652,a man with glasses and sunglasses 
125742,a man is reading a book while another man watches 
7461,a man in a suit with a picture of a woman 
8204,a painting of a man in a bear costume 
8328,a painting of a woman and a man in a bikini 
14073,a man holding a sword and a microphone 
94009,a korean flag with a picture of a man on it 
12650,a man and woman are sitting on a bench 
72602,a man holding a sign with a picture of a bear 
25919,a man standing next to a man holding a sign 
15365,a man and woman are posing for a picture 
12184,a man and woman posing for a picture 
13260,a man in a red shirt and a cartoon character 
7942,a woman in a bikini is playing a game 
36091,a man riding a bike on top of a sandy beach 
117001,a man on a skateboard is holding a sign 
38052,a classroom with a large group of students 
13362,a line of people standing next to each other 
10844,a man in a suit holding a pipe 
21043,a man in a suit and tie holding a sign 
23312,a man with a beard and a mustache 
11161,a man and woman are posing for a picture 
6473,a man in a suit holding a large bird 
90387,a man and a woman are standing together 
33034,a man in a suit and tie with a picture of a woman 
38804,a painting of a woman with a cat on her arm 
21373,a woman is posing for a picture with her face painted 
13493,a man and woman are standing in front of a truck 
7840,a man is holding a dog on a leash 
8848,a man and woman standing next to each other 
13460,a red and white photo of a red and white heart 
12222,a cartoon character with a stuffed animal on his head 
8461,a man holding a pair of scissors next to a picture of a man with a bow tie 
7862,a man is holding a surfboard in front of a picture of a shark 
12246,a statue of a man holding a bat 
16666,a man in a costume holding a large object 
12177,a man with a beard and a mustache 
15511,"a sign that says ""happy birthday"" with a cartoon character "
13025,a poster of a man on a computer screen 
2239,a painting of a cartoon character with a bird on it 
7985,a woman wearing a pink dress and a red ribbon 
7343,a woman holding a sign with a cartoon character 
28816,a crowd of people standing around a sign 
14066,a man riding a motorcycle with a woman 
37300,a man and woman are holding a sign 
13016,a large blue and white clock on a building 
10797,a collage of photos of people with their faces covered in stickers 
6391,two women are walking on the beach with their surfboards 
14011,a collage of photos of people dressed in costumes 
29004,a man and a woman are holding a sign 
18586,a man sitting on a bed with a guitar 
13196,a woman and a man sitting on a bench 
3764,a painting of a woman holding a gun and a bottle 
14793,a sign on a beach with a lake 
8944,a man with a mustache and a red tie 
15124,a man and a woman are posing for a picture 
33166,a blurry photo of a person with a snowboard 
45757,a collage of photos of people with different types of shoes 
28260,a painting of a man holding a knife and a book 
12178,a woman is sitting on a bench with a bunch of balls 
14054,a man is reading a book in the snow 
8060,a collage of photos of a man and woman 
22551,a man in a suit with a sign on it 
43797,a man and woman are posing for a picture 
383,a collage of photos of a man and a woman 
78307,a billboard with a woman in a bikini 
12453,a man in a white shirt and a black and white striped shirt 
28205,a man is laying on a bed with a cat 
155,a man in a suit standing in front of a large building 
72608,a man in a hat and a cartoon character 
29369,a young woman is reading a book 
29907,a man holding a motorcycle sign on top of a motorcycle 
46883,a collage of photos of people in a field 
36527,a man is holding a cow in front of a cartoon 
79161,a man and woman are posing for a picture 
18070,a man holding a gun and a woman standing next to him 
14014,a man holding a baseball bat with a picture of a man on it 
8456,a cartoon of a man and a woman in a bikini 
22521,a man in a suit and tie standing in front of a picture of a man in a suit 
42536,a painting of a man in a costume 
13688,a man and woman standing next to each other 
8457,a man jumping in the air with a skateboard 
86792,a blurry photo of a person with a tattoo 
32579,a woman is reading a book in front of a sign 
11534,a large clock with a bunch of lights on it 
18633,a man holding a bunch of toothbrushes 
19333,a painting of a cartoon character on a table 
31409,a man in a suit and tie 
13495,a man in a suit with a picture of a bear 
27323,a woman standing next to a red truck 
22060,a man is standing in front of a large clock 
511,a man holding an umbrella in front of a painting 
7797,a red rose in a red rose vase 
8093,a woman with a hat and sunglasses on 
8065,a man holding a sign with a group of people 
12890,a couple sitting on a couch next to each other 
15185,a man with a tie standing next to a sign 
44813,a man holding a bird on top of a book 
60612,a woman is standing next to a pair of neon lights 
31421,a person is spraying something with a red substance 
24411,a man holding a book with a cartoon character on it 
4942,a team of men in uniforms with a baseball bat 
14044,a painting of a cat and a bear 
42143,a large white boat floating on top of a blue ocean 
11483,a man and woman dressed in costumes 
36223,a cartoon character with a gun in his mouth 
25904,a book with a picture of a man on it 
8988,a painting of a man and a woman on a bus 
7944,"a man is holding a sign that says ""don't drink"" "
18031,a woman is sitting on a bed with a book 
18218,a white and blue sheet with a picture of a child 
46982,a sign with a group of people on it 
13317,a crowd of people standing around a large statue of a man 
14272,a man with a picture of a man on his head 
28705,a woman and a man are looking at a book 
35760,a man is holding a magazine with a picture of a man 
16283,a man and woman looking at a cell phone 
7351,a woman holding a sign with a picture of a man 
8281,a woman holding a magazine in front of a wall 
99339,a man and woman are standing in front of a sign 
8267,a man standing in front of a sign 
13312,a knife is cut into a piece of paper 
10488,a painting of a dog and a woman holding a stuffed animal 
11152,a statue of a man on a rock 
15260,a black and white photo of a white and black cloth 
18181,a black and white photo of a black and white photo of a black and white photo of a black and white photo of a black and white photo of a black and white photo of a black and white photo of a black and white photo of a black and white photo of a black and white photo of a black and
9870,a man and woman posing for a picture on a beach 
14424,a man and woman are reading a book 
11918,a crowd of people standing around a man in a suit 
1266,a man with a baseball bat on a street 
12473,a man sitting on a bench reading a book 
13335,two men are holding a yellow frisbee 
8827,a wall with a yellow wall and a blue wall 
12156,a woman sitting on a couch with a book 
7459,a person is holding a knife and a car 
9997,a man in a costume standing next to a statue of a man 
28704,a man and woman are looking at a picture of a fish 
38376,a woman in a bikini holding a guitar 
8319,a man with glasses and a mask 
92299,a woman and a man are posing for a picture 
1729,a man jumping in the air with a skateboard 
12179,a man is holding a picture of a cow 
13079,a woman holding a baby in her arms 
24701,a man in a red shirt is talking on a cell phone 
28131,a man is on the ground with a dog 
14324,a man and woman are posing for a picture 
10503,a man and woman are standing in front of a sign 
13007,a man in a suit and tie standing in front of a painting 
9017,a man in a black jacket and a black hat 
25119,a computer screen with a cartoon character on it 
53196,a baby sitting in a window reading a book 
38163,a man and woman standing next to each other 
13258,a woman holding a surfboard in front of a forest 
14236,a man with a mustache and a sign 
13784,a painting of a man with a sign 
27918,a painting of a man with a tattoo on his face 
28435,a man with a mask on 
31604,a man in a suit and tie holding a sign 
38661,a man and woman are posing for a picture 
40044,a woman holding a sign with a frog 
40214,a man in a bikini is reading a magazine 
40045,a man is jumping on a sign with a cartoon character 
1810,a man with a cartoon face on his face 
47120,a woman in a bikini with a picture of a man 
7861,a man and woman are holding a sign 
13018,a man and a woman are holding up a picture 
8780,two women with glasses and a sign 
10886,a woman with a black and white photo of her face 
13650,a man holding a camera and a picture of a man in a suit 
29291,a man holding a sign with a picture of a woman 
13359,a man in a suit and tie standing in front of a sign 
26232,two boys are skateboarding on a street 
8617,a doll with a red hair and a black eye 
6967,a woman is looking at a painting of a cat 
1726,a man and a woman are standing together 
22194,a man with a beard and a magazine cover 
10761,a man and woman posing for a picture 
12400,a man laying on the ground with a skateboard 
16135,a man holding a baseball bat on a beach 
14000,a blurry photo of a person holding a red light 
43664,a man and woman standing next to each other 
8681,a man in a suit and tie standing in front of a building 
16450,a man holding a video game controller 
12198,a woman holding a sign with a balloon 
14784,a red and white fire hydrant on a beach 
13001,a collage of photos of a man in a suit 
13412,a woman with a hat and a sign 
13162,a man in a suit and tie holding a sign 
13243,a man with a beard and a tie 
13008,a woman with a picture of a man on her head 
9029,a woman in a bikini and a man in a white shirt 
15957,a man is holding a cigarette in his hand 
8277,a crowd of people standing around a sign 
17106,a crowd of people standing around a stage 
12586,two people sitting on a bench looking at the ocean 
41648,a person laying on the ground with a book 
3014,a man and woman sitting on a wall 
43822,a woman reading a book with a sign 
87541,a fake skull with a cartoon character on it 
16042,"a man with a sign that says ""the man in the hat"" "
2454,a woman in a bikini with a painting of a man 
12197,a man and woman are kissing in front of a building 
32684,a man in a suit and tie with a cartoon character 
25527,a man in a suit and tie posing for a picture 
17483,a man and a woman laying on a bed 
14530,a man and a woman posing for a picture 
21182,a person holding a red and white object with a string attached to it 
13191,a man in a suit and tie standing next to a sign 
38834,a woman is posing for a picture with a painting 
15356,a painting of a man holding a bird 
15281,a poster of a book with a cartoon character 
217,a man in a suit with a picture of a bear 
13534,"a sign that says ""the american flag"" "
50700,a woman wearing a hat and a hat 
85514,a painting of a woman with a sign 
10120,two girls in pink dresses standing in front of a pink car 
60676,a man with a funny face on a sign 
22498,a blurry photo of a man in a bandana 
37481,a poster of a woman holding a sign 
12808,a woman and a man are standing in front of a sign 
82437,a woman is reading a magazine in a bookstore 
43145,a man in a suit reading a book 
44260,a person with a black shirt and a black tie 
38282,a man and a woman are posing for a picture 
12245,a man and a woman posing for a picture 
10885,a painting of a man sitting on a bench 
15378,"a sign that says ""don't eat the rainbow"" "
4564,a woman in a pink dress standing next to a sign 
10665,a man in a suit and tie is sitting in front of a clock 
10822,a woman is looking at her phone while she is brushing her teeth 
13636,a statue of a man riding a pirate ship 
9022,a woman is holding a book in her hand 
31512,a man holding a sign with a group of people 
14103,a painting of a woman holding a bottle of wine 
9502,a stuffed animal with a cartoon character on it 
130639,a collage of a woman and a man 
51929,a man is holding a sign with a cartoon character 
74349,a statue of a man with a sword and a hat 
14050,"a sign that says ""no left turn"" "
14019,a painting of a giraffe on a wall 
15776,a man and woman standing next to each other 
17221,a painting of a woman with a hat on a wall 
37308,a poster of a man in a suit 
29377,a painting of a man and a woman 
26119,a painting of a man sitting on a rock 
42358,a painting of a woman holding a surfboard 
50231,a man in a suit holding a cell phone 
4857,a man in a suit and tie with a camera 
79761,a woman and a man are talking in front of a painting 
37626,a painting of a man with a blue shirt and a blue tie 
48564,a painting of a man and woman with a sign 
46189,a man with a hat and sunglasses on 
72609,a man in a suit and tie is on a boat 
117044,a man is holding a book and a picture 
114348,a man and a woman posing for a picture 
95402,a man with a cartoon character on his face 
72445,a blurry photo of a person with a sign 
20017,a man and a woman wearing ties 
45996,a painting of a man riding a horse 
10661,a man with a camera in his hand 
60261,a man sitting on a bench next to a wall 
13172,two men in suits standing next to each other 
45791,a man is looking at a laptop computer 
9789,a man is riding a bike with a picture of a woman 
13848,a woman is reading a newspaper while a man watches 
51484,a man and a woman are looking at a book 
3687,a man is jumping a skateboard in the air 
22090,a man holding a sign with a picture of a bear 
2982,a painting of a man with a sign on his head 
42657,a man with a hat and a picture of a man on a train 
45408,a man holding a black and white fire hydrant 
82731,a woman with a hat and a painting on her chest 
37412,a man in a suit and tie holding a sign 
66180,a man laying on the ground with a magazine 
31742,a man sitting in front of a laptop 
12912,a man in a suit holding a sign 
13170,a woman sitting on a bench next to a sign 
14748,a man is standing on a beach with a sign 
15691,a woman holding a sign with a picture of a man 
